61.253216 0.152278
48.772023 12.436409
84.027546 57.953041
21.863493 7.150857
24.186505 20.883972
54.784305 0.000000
78.778532 61.798753
17.634002 83.437422
3.292541 82.518755
15.184920 61.032981
46.791734 60.330350
84.175154 49.851425
5.571448 12.652062
4.426237 29.789067
43.574913 7.721229
54.617580 51.955556
52.255877 2.941428
43.115814 97.024841
12.305074 87.711260
63.864238 31.310763
73.749827 44.960687
94.935909 40.125838
82.497086 66.686444
4.223918 58.843573
32.531448 18.420575
2.459538 53.562036
28.819753 48.053692
11.835391 26.262785
74.070215 11.211878
65.887504 89.352359
32.933158 16.833688
16.133987 43.229063
99.000000 99.000000
42.003883 6.374027
66.693181 13.010321
54.038230 85.503318
45.110517 53.262689
20.053271 68.061722
60.817093 86.806487
72.792287 87.737968
53.175450 67.670151
21.757701 71.912373
30.235704 14.452955
15.994647 78.210555
99.000000 96.053884
88.888464 82.903631
91.556662 85.241064
28.253686 44.440236
41.294652 3.102365
95.037281 0.969894
50.192927 8.726318
58.586639 64.507097
40.979298 90.859407
2.699825 20.689056
52.657552 48.841807
7.759463 67.204965
89.103201 23.407465
47.367282 29.311383
18.404383 98.368468
15.783734 46.740097
55.245198 48.687582
40.077751 89.742845
98.782435 64.806152
38.848750 40.231916
48.068887 54.191859
0.928892 95.524555
59.710040 56.723543
44.487642 75.224539
62.786324 88.200662
95.807526 27.382803
15.193750 93.616966
77.238152 90.319342
97.920300 8.126767
3.108997 41.271182
66.108451 4.406358
0.299325 95.755009
47.943359 24.730230
54.728052 62.125576
38.657667 39.372274
97.115157 99.138453
43.744890 36.961029
53.237530 97.485189
52.518504 3.914695
80.731650 6.599055
47.519181 60.502842
51.581473 87.790739
94.789680 46.881150
56.526657 87.590303
58.804586 56.957670
89.309356 44.012100
60.789270 49.035899
57.934672 6.888100
79.823177 12.854479
63.718776 81.353481
48.340471 58.328514
94.459944 99.224601
13.775505 93.446431
73.394125 84.713338
94.066115 39.622287
21.806547 59.867433
77.588468 51.800534
8.116234 93.527772
48.810825 70.332163
57.530190 28.396546
60.502893 57.533368
17.688222 44.984497
82.074281 88.077429
80.910148 45.579881
23.492713 33.826585
